customer_id,account_id,date,amount,iso_currency_code,name,merchant_name,payment_channel,pending,pfc_primary,pfc_detailed
cu_00000,acc_086afe009d2de20372b5,2026-05-26,11.99,USD,SPOTIFY USA,Spotify,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-05-26,17.99,USD,HULU 877-8244858,Hulu,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-05-26,-357.03,USD,CASH DEPOSIT BRANCH 0114,,other,False,TRANSFER_IN,TRANSFER_IN_DEPOSIT
cu_00000,acc_086afe009d2de20372b5,2026-05-28,93.19,USD,TRADER JOE S #612,Trader Joe's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-05-28,34.0,USD,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00000,acc_086afe009d2de20372b5,2026-05-30,35.5,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-05-30,17.96,USD,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-05-31,30.1,USD,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-06-01,-3255.97,USD,DIRECT DEP ADOBE INC PAYROLL,,other,False,INCOME,INCOME_WAGES
cu_00000,acc_086afe009d2de20372b5,2026-06-01,56.05,USD,HOMEDEPOT.COM,The Home Depot,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-06-03,1280.0,USD,GREYSTAR PROP MGMT RENT,,other,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_RENT
cu_00000,acc_086afe009d2de20372b5,2026-06-05,30.8,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-07,77.72,USD,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-08,246.93,USD,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00000,acc_086afe009d2de20372b5,2026-06-09,246.93,USD,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00000,acc_086afe009d2de20372b5,2026-06-10,26.75,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-11,54.79,USD,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-06-12,99.61,USD,COMCAST 8013539 UT,Xfinity,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_INTERNET_AND_CABLE
cu_00000,acc_086afe009d2de20372b5,2026-06-12,26.4,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-12,20.56,USD,OLD NAVY US 5341,Old Navy,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-06-13,20.74,USD,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-06-13,69.96,USD,FANDUEL SPORTSBOOK,FanDuel,online,False,ENTERTAINMENT,ENTERTAINMENT_CASINOS_AND_GAMBLING
cu_00000,acc_086afe009d2de20372b5,2026-06-14,13.3,USD,CHICK-FIL-A #02281,Chick-fil-A,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-17,45.93,USD,HARMONS - CITY CREEK,Harmons,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-06-17,136.96,USD,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-06-18,55.88,USD,SMITHS FOOD #44,Smith's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-06-18,14.92,USD,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-18,80.43,USD,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-06-19,43.93,USD,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-06-20,11.24,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-20,69.5,USD,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-06-21,36.65,USD,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-21,138.52,USD,TARGET 0002132 SLC,Target,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-06-22,181.74,USD,FANDUEL SPORTSBOOK,FanDuel,online,False,ENTERTAINMENT,ENTERTAINMENT_CASINOS_AND_GAMBLING
cu_00000,acc_086afe009d2de20372b5,2026-06-23,56.13,USD,COSTCO WHSE #0683,Costco,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-06-24,158.61,USD,DRAFTKINGS DEPOSIT,DraftKings,online,False,ENTERTAINMENT,ENTERTAINMENT_CASINOS_AND_GAMBLING
cu_00000,acc_086afe009d2de20372b5,2026-06-26,15.49,USD,NETFLIX.COM,Netflix,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-06-26,11.99,USD,SPOTIFY USA,Spotify,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-06-26,17.99,USD,HULU 877-8244858,Hulu,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-06-29,90.29,USD,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-06-29,34.0,USD,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00000,acc_086afe009d2de20372b5,2026-07-01,-3296.11,USD,DIRECT DEP ADOBE INC PAYROLL,,other,False,INCOME,INCOME_WAGES
cu_00000,acc_086afe009d2de20372b5,2026-07-03,1280.0,USD,GREYSTAR PROP MGMT RENT,,other,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_RENT
cu_00000,acc_086afe009d2de20372b5,2026-07-03,210.31,USD,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-03,24.69,USD,HOMEDEPOT.COM,The Home Depot,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-07-03,37.04,USD,TARGET 0002132 SLC,Target,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-07-03,133.11,USD,DRAFTKINGS DEPOSIT,DraftKings,online,False,ENTERTAINMENT,ENTERTAINMENT_CASINOS_AND_GAMBLING
cu_00000,acc_086afe009d2de20372b5,2026-07-05,83.35,USD,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-05,20.15,USD,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-07-06,38.44,USD,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-07-07,89.63,USD,DRAFTKINGS DEPOSIT,DraftKings,online,False,ENTERTAINMENT,ENTERTAINMENT_CASINOS_AND_GAMBLING
cu_00000,acc_086afe009d2de20372b5,2026-07-08,136.29,USD,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00000,acc_086afe009d2de20372b5,2026-07-08,154.17,USD,SMITHS FOOD #44,Smith's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-08,14.36,USD,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-07-09,43.42,USD,SMITHS FOOD #44,Smith's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-09,180.84,USD,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-10,148.56,USD,OLD NAVY US 5341,Old Navy,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-07-11,45.55,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-07-12,111.09,USD,COMCAST 8013539 UT,Xfinity,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_INTERNET_AND_CABLE
cu_00000,acc_086afe009d2de20372b5,2026-07-12,123.95,USD,SMITHS FOOD #44,Smith's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-12,92.24,USD,AMAZON.COM*M23H88,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-07-12,45.61,USD,MAVERIK #338,Maverik,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-07-12,70.94,USD,DRAFTKINGS DEPOSIT,DraftKings,online,False,ENTERTAINMENT,ENTERTAINMENT_CASINOS_AND_GAMBLING
cu_00000,acc_086afe009d2de20372b5,2026-07-13,48.07,USD,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00000,acc_086afe009d2de20372b5,2026-07-13,50.27,USD,MAVERIK #338,Maverik,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00000,acc_086afe009d2de20372b5,2026-07-26,15.49,USD,NETFLIX.COM,Netflix,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-07-26,11.99,USD,SPOTIFY USA,Spotify,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-07-26,17.99,USD,HULU 877-8244858,Hulu,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00000,acc_086afe009d2de20372b5,2026-07-26,34.0,USD,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00000,acc_086afe009d2de20372b5,2026-07-27,12.12,USD,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00000,acc_086afe009d2de20372b5,2026-07-29,40.89,USD,HARMONS - CITY CREEK,Harmons,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00000,acc_086afe009d2de20372b5,2026-07-31,35.74,USD,HARMONS - CITY CREEK,Harmons,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-01,-1384.56,USD,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-01,95.71,USD,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-01,21.28,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-01,46.73,USD,STARBUCKS 800 S MAIN,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-01,10.46,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-02,57.76,USD,SMITHS FOOD #44,Smith's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-02,78.09,USD,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-03,1100.0,USD,GREYSTAR PROP MGMT RENT,,other,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_RENT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-03,59.01,USD,STARBUCKS 800 S MAIN,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-05,21.08,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-05,26.67,USD,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-06,45.61,USD,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-07,57.63,USD,HARMONS - CITY CREEK,Harmons,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-08,211.46,USD,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-09,35.96,USD,SMITHS FOOD #44,Smith's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-11,32.27,USD,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-12,128.85,USD,COMCAST 8013539 UT,Xfinity,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_INTERNET_AND_CABLE
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-12,49.18,USD,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-13,56.71,USD,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-15,-1335.15,USD,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-15,22.9,USD,MAVERIK #338,Maverik,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-16,20.8,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-17,581.1,USD,CHASE CREDIT CRD EPAY,Chase,online,False,LOAN_PAYMENTS,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-17,11.03,USD,STARBUCKS 800 S MAIN,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-18,581.1,USD,CHASE CREDIT CRD EPAY,Chase,online,False,LOAN_PAYMENTS,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-19,50.34,USD,HOMEDEPOT.COM,The Home Depot,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-19,30.5,USD,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-23,38.5,USD,CHICK-FIL-A #02281,Chick-fil-A,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-25,34.77,USD,AMZN MKTP US*2K3LP09Q1,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-26,15.49,USD,NETFLIX.COM,Netflix,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-26,11.99,USD,SPOTIFY USA,Spotify,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-26,17.99,USD,HULU 877-8244858,Hulu,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-26,31.62,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-26,10.31,USD,STARBUCKS 800 S MAIN,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-26,20.2,USD,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-08-28,95.11,USD,HARMONS - CITY CREEK,Harmons,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-01,-1499.96,USD,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-01,30.42,USD,OLD NAVY US 5341,Old Navy,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-02,11.07,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-02,176.0,USD,TARGET 0002132 SLC,Target,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-03,1100.0,USD,GREYSTAR PROP MGMT RENT,,other,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_RENT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-03,62.5,USD,TRADER JOE S #612,Trader Joe's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-03,44.84,USD,HOMEDEPOT.COM,The Home Depot,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-03,27.09,USD,AMZN MKTP US*2K3LP09Q1,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-07,48.66,USD,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-08,126.06,USD,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-08,73.06,USD,COSTCO WHSE #0683,Costco,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-10,8.44,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-10,12.44,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-11,52.07,USD,HARMONS - CITY CREEK,Harmons,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-11,38.67,USD,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-11,9.21,USD,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-11,58.21,USD,OLD NAVY US 5341,Old Navy,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-12,76.55,USD,COMCAST 8013539 UT,Xfinity,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_INTERNET_AND_CABLE
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-15,-1542.63,USD,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-16,14.47,USD,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,acc_c7c57e9122edfe7c0cf3,2025-09-17,632.48,USD,CHASE CREDIT CRD EPAY,Chase,online,False,LOAN_PAYMENTS,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT
