customer_id,transaction_id,account_id,date,amount,name,merchant_name,payment_channel,pending,pfc_primary,pfc_detailed
cu_00001,txn_f8de7a0e31e86b16c0d5,acc_c7c57e9122edfe7c0cf3,2025-09-19,26.84,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_13cd007d9aca9152dc90,acc_c7c57e9122edfe7c0cf3,2025-09-20,39.16,MCDONALD'S F5821,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_79eb64483f251e9cd6aa,acc_c7c57e9122edfe7c0cf3,2025-09-20,53.89,AMAZON.COM*M23H88,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_1ea5dedb12f5cb4e5e24,acc_c7c57e9122edfe7c0cf3,2025-09-21,47.96,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_044e21521caa5ecef66f,acc_c7c57e9122edfe7c0cf3,2025-09-22,31.49,MAVERIK #338,Maverik,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_2866c928695bad8e1f2b,acc_c7c57e9122edfe7c0cf3,2025-09-23,42.42,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_088b847f600a80cc7402,acc_c7c57e9122edfe7c0cf3,2025-09-25,12.12,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_6434152370362e7ac3f0,acc_c7c57e9122edfe7c0cf3,2025-09-26,15.49,NETFLIX.COM,Netflix,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,txn_674984b15815ffe7e5ea,acc_c7c57e9122edfe7c0cf3,2025-09-26,11.99,SPOTIFY USA,Spotify,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,txn_846ac5056918881c5162,acc_c7c57e9122edfe7c0cf3,2025-09-26,17.99,HULU 877-8244858,Hulu,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,txn_70c14faf51fc465642aa,acc_c7c57e9122edfe7c0cf3,2025-09-26,867.25,U OF U HEALTH BILLPAY,University of Utah Health,online,False,MEDICAL,MEDICAL_OTHER_MEDICAL
cu_00001,txn_24f6cb678dc2e79de221,acc_c7c57e9122edfe7c0cf3,2025-09-26,34.0,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00001,txn_3e14728b3a80de1bc438,acc_c7c57e9122edfe7c0cf3,2025-09-26,-299.78,CASH DEPOSIT BRANCH 0114,,other,False,TRANSFER_IN,TRANSFER_IN_DEPOSIT
cu_00001,txn_5aeb8a7e7ebc9fe90a69,acc_c7c57e9122edfe7c0cf3,2025-09-27,78.84,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_8a913e48ccb356dd0fa6,acc_c7c57e9122edfe7c0cf3,2025-09-27,34.0,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00001,txn_3b77c864649ddd5c901c,acc_c7c57e9122edfe7c0cf3,2025-10-01,-1393.92,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,txn_095cea943df5274954b8,acc_c7c57e9122edfe7c0cf3,2025-10-02,15.44,CHICK-FIL-A #02281,Chick-fil-A,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_2224d5e6172d1cff9524,acc_c7c57e9122edfe7c0cf3,2025-10-03,1100.0,GREYSTAR PROP MGMT RENT,,other,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_RENT
cu_00001,txn_74166a6b8a49a20caf7d,acc_c7c57e9122edfe7c0cf3,2025-10-03,15.44,CHICK-FIL-A #02281,Chick-fil-A,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_5ea7016e58abfa173c3c,acc_c7c57e9122edfe7c0cf3,2025-10-06,40.65,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,txn_9531f9efa912a5318222,acc_c7c57e9122edfe7c0cf3,2025-10-07,99.99,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,txn_aed0d8de72c59b51d2ad,acc_c7c57e9122edfe7c0cf3,2025-10-08,242.65,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00001,txn_6ab93e4fec364bd2cf52,acc_c7c57e9122edfe7c0cf3,2025-10-08,22.24,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_a6adbf223a78302df9ce,acc_c7c57e9122edfe7c0cf3,2025-10-08,42.84,AMZN MKTP US*2K3LP09Q1,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_badace643af0678f61f8,acc_c7c57e9122edfe7c0cf3,2025-10-08,34.0,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00001,txn_780ff53a5d07735b62eb,acc_c7c57e9122edfe7c0cf3,2025-10-08,-430.74,CASH DEPOSIT BRANCH 0114,,other,False,TRANSFER_IN,TRANSFER_IN_DEPOSIT
cu_00001,txn_8bbe61d2c6e3a0517e1f,acc_c7c57e9122edfe7c0cf3,2025-10-12,67.62,COMCAST 8013539 UT,Xfinity,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_INTERNET_AND_CABLE
cu_00001,txn_85671d1ade010ef58c9f,acc_c7c57e9122edfe7c0cf3,2025-10-14,20.89,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_e18078c381e8ddcd20a2,acc_c7c57e9122edfe7c0cf3,2025-10-15,-1411.62,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,txn_d89faebc2507ac170bd7,acc_c7c57e9122edfe7c0cf3,2025-10-16,41.03,MAVERIK #338,Maverik,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_ebde9e29b9e48ee8a27d,acc_c7c57e9122edfe7c0cf3,2025-10-16,39.15,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_61d75ce2ca94114d6de1,acc_c7c57e9122edfe7c0cf3,2025-10-17,689.26,CHASE CREDIT CRD EPAY,Chase,online,False,LOAN_PAYMENTS,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT
cu_00001,txn_a8e41ae66720f0b8f94d,acc_c7c57e9122edfe7c0cf3,2025-10-17,26.69,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_4539fd4582051e0a9d1d,acc_c7c57e9122edfe7c0cf3,2025-10-19,78.17,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_618f001240b3475f1df5,acc_c7c57e9122edfe7c0cf3,2025-10-19,33.73,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_8f1ef289060596afca69,acc_c7c57e9122edfe7c0cf3,2025-10-20,195.21,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_12b553bd4d9d0baf50b6,acc_c7c57e9122edfe7c0cf3,2025-10-20,39.64,AMAZON.COM*M23H88,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_51e3026c7d8ed51ddfc7,acc_c7c57e9122edfe7c0cf3,2025-10-20,54.16,MAVERIK #338,Maverik,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_e5fb22e971e28056d68f,acc_c7c57e9122edfe7c0cf3,2025-10-21,101.29,TRADER JOE S #612,Trader Joe's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,txn_bad08cac2dd8d6282f95,acc_c7c57e9122edfe7c0cf3,2025-10-21,12.45,CAFE RIO #23 SLC,Cafe Rio,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_0ab196793a1386d0468f,acc_c7c57e9122edfe7c0cf3,2025-10-21,53.1,SHELL OIL 57444223,Shell,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_0e0b1e72585d9df592f2,acc_c7c57e9122edfe7c0cf3,2025-10-22,41.96,WINCO FOODS 117,WinCo Foods,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,txn_df5601e5e884e0b1d643,acc_c7c57e9122edfe7c0cf3,2025-10-24,88.15,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_79e24c28f62bc92ff5ca,acc_c7c57e9122edfe7c0cf3,2025-10-24,22.21,CHEVRON 0207754,Chevron,in store,False,TRANSPORTATION,TRANSPORTATION_GAS
cu_00001,txn_b6f1be8fa76c11328eb4,acc_c7c57e9122edfe7c0cf3,2025-10-24,34.0,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00001,txn_6cdc0f13119320558acc,acc_c7c57e9122edfe7c0cf3,2025-10-26,15.49,NETFLIX.COM,Netflix,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,txn_7a470463743b6074511b,acc_c7c57e9122edfe7c0cf3,2025-10-26,11.99,SPOTIFY USA,Spotify,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,txn_91293ef1c49d09cf9c44,acc_c7c57e9122edfe7c0cf3,2025-10-26,17.99,HULU 877-8244858,Hulu,online,False,ENTERTAINMENT,ENTERTAINMENT_TV_AND_MOVIES
cu_00001,txn_08bd4a734e2aa084ce91,acc_c7c57e9122edfe7c0cf3,2025-10-30,49.66,COSTCO WHSE #0683,Costco,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,txn_d0e6b7826e641376bffd,acc_c7c57e9122edfe7c0cf3,2025-11-01,-1640.32,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
cu_00001,txn_0478f8a0ae284fc59c48,acc_c7c57e9122edfe7c0cf3,2025-11-02,39.07,AMAZON.COM*M23H88,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_1295d916c0f9e8dfce13,acc_c7c57e9122edfe7c0cf3,2025-11-03,1100.0,GREYSTAR PROP MGMT RENT,,other,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_RENT
cu_00001,txn_61679cfacdcf52ea44e4,acc_c7c57e9122edfe7c0cf3,2025-11-03,24.63,CHICK-FIL-A #02281,Chick-fil-A,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_5558ea0a22ce218ae139,acc_c7c57e9122edfe7c0cf3,2025-11-03,98.31,AMAZON.COM*M23H88,Amazon,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_10cbd78ba1770e76c532,acc_c7c57e9122edfe7c0cf3,2025-11-04,23.38,WAL-MART #1762,Walmart,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_ONLINE_MARKETPLACES
cu_00001,txn_0ddb79c5307af314f724,acc_c7c57e9122edfe7c0cf3,2025-11-06,42.06,TRADER JOE S #612,Trader Joe's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_GROCERIES
cu_00001,txn_ac719c79bf805287f82d,acc_c7c57e9122edfe7c0cf3,2025-11-07,48.4,EVEN STEVENS SANDW,Even Stevens,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_b5862441be0fc971fc25,acc_c7c57e9122edfe7c0cf3,2025-11-08,219.88,ROCKY MTN POWER,Rocky Mountain Power,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY
cu_00001,txn_eea502a3e10154a0b387,acc_c7c57e9122edfe7c0cf3,2025-11-08,34.0,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00001,txn_3f123f0a5b77a0e6cd86,acc_c7c57e9122edfe7c0cf3,2025-11-10,25.74,DOORDASH*ORDER,DoorDash,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_RESTAURANT
cu_00001,txn_d4e62becf04fc108cdc8,acc_c7c57e9122edfe7c0cf3,2025-11-12,134.47,COMCAST 8013539 UT,Xfinity,online,False,RENT_AND_UTILITIES,RENT_AND_UTILITIES_INTERNET_AND_CABLE
cu_00001,txn_02558319a9c2ef25f6f2,acc_c7c57e9122edfe7c0cf3,2025-11-12,34.0,OVERDRAFT ITEM FEE,,other,False,BANK_FEES,BANK_FEES_OVERDRAFT_FEES
cu_00001,txn_3fefa9d45f75134988f0,acc_c7c57e9122edfe7c0cf3,2025-11-12,-439.39,CASH DEPOSIT BRANCH 0114,,other,False,TRANSFER_IN,TRANSFER_IN_DEPOSIT
cu_00001,txn_350618eb69e010a5d312,acc_c7c57e9122edfe7c0cf3,2025-11-15,-1621.14,DIRECT DEP DELTA AIR LINES PAY,,other,False,INCOME,INCOME_WAGES
